iso_year,iso_week,week_start,year,month,nao,ea,amo,nao_lag1m,nao_lag2m,nao_lag3m,nao_roll3m,ea_lag1m,ea_lag2m,ea_lag3m,ea_roll3m,amo_lag1m,amo_lag2m,amo_lag3m,amo_roll3m,nao_daily_mean,nao_daily_min,nao_daily_max,nao_daily_n,nao_daily_mean_lag1w,nao_daily_mean_roll4w
1950,22,1950-05-29,1950.0,5.0,-0.59,-0.51,-0.23,0.73,-0.36,0.4,-0.07333333333333332,0.28,0.82,0.66,0.19666666666666668,-0.22,-0.16,-0.13,-0.20333333333333356,-0.008142854486192976,-0.3219999969005584,0.6100000143051147,7,-0.6498571378844125,-0.31735713959538514
1950,23,1950-06-05,1950.0,6.0,-0.06,1.24,-0.22,-0.59,0.73,-0.36,0.026666666666666672,-0.51,0.28,0.82,0.33666666666666667,-0.23,-0.22,-0.16,-0.22333333333333352,0.895714282989502,0.5910000205039978,1.1579999923706057,7,-0.008142854486192976,-0.12178570990051549
1950,24,1950-06-12,1950.0,6.0,-0.06,1.24,-0.22,-0.59,0.73,-0.36,0.026666666666666672,-0.51,0.28,0.82,0.33666666666666667,-0.23,-0.22,-0.16,-0.22333333333333352,0.086000001922782,-0.1070000007748603,0.2790000140666961,7,0.895714282989502,0.08092857313541957
1950,25,1950-06-19,1950.0,6.0,-0.06,1.24,-0.22,-0.59,0.73,-0.36,0.026666666666666672,-0.51,0.28,0.82,0.33666666666666667,-0.23,-0.22,-0.16,-0.22333333333333352,-1.0869999953678675,-1.9789999723434448,-0.0810000002384185,7,0.086000001922782,-0.028357141235444194
1950,26,1950-06-26,1950.0,6.0,-0.06,1.24,-0.22,-0.59,0.73,-0.36,0.026666666666666672,-0.51,0.28,0.82,0.33666666666666667,-0.23,-0.22,-0.16,-0.22333333333333352,-0.28028571685510023,-1.1299999952316284,0.1289999932050705,7,-1.0869999953678675,-0.09639285682767101
1950,27,1950-07-03,1950.0,7.0,-1.26,0.58,-0.31,-0.06,-0.59,0.73,-0.6366666666666666,1.24,-0.51,0.28,0.4366666666666667,-0.22,-0.23,-0.22,-0.2533333333333336,0.12657143069165094,-0.7089999914169312,0.6959999799728394,7,-0.28028571685510023,-0.28867856990213375
1950,28,1950-07-10,1950.0,7.0,-1.26,0.58,-0.31,-0.06,-0.59,0.73,-0.6366666666666666,1.24,-0.51,0.28,0.4366666666666667,-0.22,-0.23,-0.22,-0.2533333333333336,-0.8314285618918282,-1.5169999599456787,-0.3849999904632568,7,0.12657143069165094,-0.5180357108557863
1950,29,1950-07-17,1950.0,7.0,-1.26,0.58,-0.31,-0.06,-0.59,0.73,-0.6366666666666666,1.24,-0.51,0.28,0.4366666666666667,-0.22,-0.23,-0.22,-0.2533333333333336,-1.3377142974308558,-2.0,-0.4490000009536743,7,-0.8314285618918282,-0.5807142863715333
1950,30,1950-07-24,1950.0,7.0,-1.26,0.58,-0.31,-0.06,-0.59,0.73,-0.6366666666666666,1.24,-0.51,0.28,0.4366666666666667,-0.22,-0.23,-0.22,-0.2533333333333336,-0.7774285652807781,-1.4520000219345093,-0.2029999941587448,7,-1.3377142974308558,-0.7049999984779528
1950,31,1950-07-31,1950.0,7.0,-1.26,0.58,-0.31,-0.06,-0.59,0.73,-0.6366666666666666,1.24,-0.51,0.28,0.4366666666666667,-0.22,-0.23,-0.22,-0.2533333333333336,-0.8787142889840263,-1.2109999656677246,-0.5360000133514404,7,-0.7774285652807781,-0.9563214283968722
1950,32,1950-08-07,1950.0,8.0,-0.05,-0.54,-0.28,-1.26,-0.06,-0.59,-0.4566666666666666,0.58,1.24,-0.51,0.4266666666666666,-0.31,-0.22,-0.23,-0.27000000000000024,0.3087142783084086,-0.2549999952316284,1.031999945640564,7,-0.8787142889840263,-0.671285718346813
1950,33,1950-08-14,1950.0,8.0,-0.05,-0.54,-0.28,-1.26,-0.06,-0.59,-0.4566666666666666,0.58,1.24,-0.51,0.4266666666666666,-0.31,-0.22,-0.23,-0.27000000000000024,0.4704285817486899,-0.1490000039339065,1.14900004863739,7,0.3087142783084086,-0.2192499985519265
1950,34,1950-08-21,1950.0,8.0,-0.05,-0.54,-0.28,-1.26,-0.06,-0.59,-0.4566666666666666,0.58,1.24,-0.51,0.4266666666666666,-0.31,-0.22,-0.23,-0.27000000000000024,-0.5201428532600403,-0.6800000071525574,-0.3549999892711639,7,0.4704285817486899,-0.15492857054674206
1950,35,1950-08-28,1950.0,8.0,-0.05,-0.54,-0.28,-1.26,-0.06,-0.59,-0.4566666666666666,0.58,1.24,-0.51,0.4266666666666666,-0.31,-0.22,-0.23,-0.27000000000000024,0.35828572511672974,-0.0970000028610229,0.7110000252723694,7,-0.5201428532600403,0.15432143297844694
1950,36,1950-09-04,1950.0,9.0,0.25,0.14,-0.28,-0.05,-1.26,-0.06,-0.35333333333333333,-0.54,0.58,1.24,0.05999999999999998,-0.28,-0.31,-0.22,-0.2900000000000002,0.4891428580241544,-0.0240000002086162,0.847000002861023,7,0.35828572511672974,0.1994285779073834
1950,37,1950-09-11,1950.0,9.0,0.25,0.14,-0.28,-0.05,-1.26,-0.06,-0.35333333333333333,-0.54,0.58,1.24,0.05999999999999998,-0.28,-0.31,-0.22,-0.2900000000000002,0.3425714283117226,-0.06700000166893,0.9860000014305116,7,0.4891428580241544,0.16746428954814158
1950,38,1950-09-18,1950.0,9.0,0.25,0.14,-0.28,-0.05,-1.26,-0.06,-0.35333333333333333,-0.54,0.58,1.24,0.05999999999999998,-0.28,-0.31,-0.22,-0.2900000000000002,-0.33514285726206644,-1.2960000038146973,0.4280000030994415,7,0.3425714283117226,0.21371428854763502
1950,39,1950-09-25,1950.0,9.0,0.25,0.14,-0.28,-0.05,-1.26,-0.06,-0.35333333333333333,-0.54,0.58,1.24,0.05999999999999998,-0.28,-0.31,-0.22,-0.2900000000000002,-0.1400000048535211,-1.0210000276565552,0.3379999995231628,7,-0.33514285726206644,0.08914285605507233
1950,40,1950-10-02,1950.0,10.0,0.85,-1.29,-0.23,0.25,-0.05,-1.26,0.35000000000000003,0.14,-0.54,0.58,-0.5633333333333334,-0.28,-0.28,-0.31,-0.2633333333333336,1.0244285719735282,0.5929999947547913,1.2489999532699585,7,-0.1400000048535211,0.2229642845424158
1950,41,1950-10-09,1950.0,10.0,0.85,-1.29,-0.23,0.25,-0.05,-1.26,0.35000000000000003,0.14,-0.54,0.58,-0.5633333333333334,-0.28,-0.28,-0.31,-0.2633333333333336,0.06042856736374753,-0.2980000078678131,0.6430000066757202,7,1.0244285719735282,0.15242856930542203
1950,42,1950-10-16,1950.0,10.0,0.85,-1.29,-0.23,0.25,-0.05,-1.26,0.35000000000000003,0.14,-0.54,0.58,-0.5633333333333334,-0.28,-0.28,-0.31,-0.2633333333333336,0.8107142959322248,0.4959999918937683,1.1390000581741333,7,0.06042856736374753,0.4388928576039949
1950,43,1950-10-23,1950.0,10.0,0.85,-1.29,-0.23,0.25,-0.05,-1.26,0.35000000000000003,0.14,-0.54,0.58,-0.5633333333333334,-0.28,-0.28,-0.31,-0.2633333333333336,-0.0208571425506047,-0.944000005722046,0.6790000200271606,7,0.8107142959322248,0.46867857317972395
1950,44,1950-10-30,1950.0,10.0,0.85,-1.29,-0.23,0.25,-0.05,-1.26,0.35000000000000003,0.14,-0.54,0.58,-0.5633333333333334,-0.28,-0.28,-0.31,-0.2633333333333336,-0.7404285626752036,-0.8740000128746033,-0.3219999969005584,7,-0.0208571425506047,0.027464289517540985
1950,45,1950-11-06,1950.0,11.0,-1.26,-0.18,-0.0,0.85,0.25,-0.05,-0.05333333333333331,-1.29,0.14,-0.54,-0.4433333333333333,-0.23,-0.28,-0.28,-0.17000000000000023,0.029571427298443666,-0.3070000112056732,0.4169999957084656,7,-0.7404285626752036,0.01975000450121502
1950,46,1950-11-13,1950.0,11.0,-1.26,-0.18,-0.0,0.85,0.25,-0.05,-0.05333333333333331,-1.29,0.14,-0.54,-0.4433333333333333,-0.23,-0.28,-0.28,-0.17000000000000023,-0.16857142906103814,-0.7400000095367432,0.3540000021457672,7,0.029571427298443666,-0.2250714267471007
1950,47,1950-11-20,1950.0,11.0,-1.26,-0.18,-0.0,0.85,0.25,-0.05,-0.05333333333333331,-1.29,0.14,-0.54,-0.4433333333333333,-0.23,-0.28,-0.28,-0.17000000000000023,-1.2464285748345512,-1.6649999618530271,-0.7250000238418579,7,-0.16857142906103814,-0.5314642848180873
1950,48,1950-11-27,1950.0,11.0,-1.26,-0.18,-0.0,0.85,0.25,-0.05,-0.05333333333333331,-1.29,0.14,-0.54,-0.4433333333333333,-0.23,-0.28,-0.28,-0.17000000000000023,-0.5382857173681259,-1.1959999799728394,-0.1850000023841858,7,-1.2464285748345512,-0.4809285734913179
1950,49,1950-12-04,1950.0,12.0,-1.02,-2.48,0.04,-1.26,0.85,0.25,-0.4766666666666666,-0.18,-1.29,0.14,-1.3166666666666667,-0.0,-0.23,-0.28,-0.06333333333333356,-0.21928571058171137,-1.0549999475479126,0.5289999842643738,7,-0.5382857173681259,-0.5431428579613566
1950,50,1950-12-11,1950.0,12.0,-1.02,-2.48,0.04,-1.26,0.85,0.25,-0.4766666666666666,-0.18,-1.29,0.14,-1.3166666666666667,-0.0,-0.23,-0.28,-0.06333333333333356,-0.20642857340031437,-0.6679999828338623,0.0579999983310699,7,-0.21928571058171137,-0.5526071440461757
1950,51,1950-12-18,1950.0,12.0,-1.02,-2.48,0.04,-1.26,0.85,0.25,-0.4766666666666666,-0.18,-1.29,0.14,-1.3166666666666667,-0.0,-0.23,-0.28,-0.06333333333333356,-0.8364285826683044,-1.468000054359436,-0.5139999985694885,7,-0.20642857340031437,-0.450107146004614
1950,52,1950-12-25,1950.0,12.0,-1.02,-2.48,0.04,-1.26,0.85,0.25,-0.4766666666666666,-0.18,-1.29,0.14,-1.3166666666666667,-0.0,-0.23,-0.28,-0.06333333333333356,-1.1782857094492232,-1.6710000038146973,-0.6460000276565552,7,-0.8364285826683044,-0.6101071440248883
1951,1,1951-01-01,1951.0,1.0,0.08,-1.47,0.04,-1.02,-1.26,0.85,-0.7333333333333333,-2.48,-0.18,-1.29,-1.3766666666666667,0.04,-0.0,-0.23,0.026666666666666446,-0.20628571191004344,-0.7450000047683716,0.0570000000298023,7,-1.1782857094492232,-0.6068571443569714
1951,2,1951-01-08,1951.0,1.0,0.08,-1.47,0.04,-1.02,-1.26,0.85,-0.7333333333333333,-2.48,-0.18,-1.29,-1.3766666666666667,0.04,-0.0,-0.23,0.026666666666666446,-0.46171428369624273,-0.7910000085830688,-0.0920000001788139,7,-0.20628571191004344,-0.6706785719309535
1951,3,1951-01-15,1951.0,1.0,0.08,-1.47,0.04,-1.02,-1.26,0.85,-0.7333333333333333,-2.48,-0.18,-1.29,-1.3766666666666667,0.04,-0.0,-0.23,0.026666666666666446,-0.26199999917298555,-0.8629999756813049,0.06700000166893,7,-0.46171428369624273,-0.5270714260571238
1951,4,1951-01-22,1951.0,1.0,0.08,-1.47,0.04,-1.02,-1.26,0.85,-0.7333333333333333,-2.48,-0.18,-1.29,-1.3766666666666667,0.04,-0.0,-0.23,0.026666666666666446,0.6011428577559335,0.2380000054836273,0.8690000176429749,7,-0.26199999917298555,-0.08221428425583457
1951,5,1951-01-29,1951.0,1.0,0.08,-1.47,0.04,-1.02,-1.26,0.85,-0.7333333333333333,-2.48,-0.18,-1.29,-1.3766666666666667,0.04,-0.0,-0.23,0.026666666666666446,1.3217142990657262,1.156999945640564,1.465000033378601,7,0.6011428577559335,0.29978571848810787
1951,6,1951-02-05,1951.0,2.0,0.7,-0.17,-0.07,0.08,-1.02,-1.26,-0.08000000000000003,-1.47,-2.48,-0.18,-1.373333333333333,0.04,0.04,-0.0,0.0033333333333331098,0.889000015599387,0.734000027179718,1.0210000276565552,7,1.3217142990657262,0.6374642933120153
1951,7,1951-02-12,1951.0,2.0,0.7,-0.17,-0.07,0.08,-1.02,-1.26,-0.08000000000000003,-1.47,-2.48,-0.18,-1.373333333333333,0.04,0.04,-0.0,0.0033333333333331098,0.4849999930177416,0.2039999961853027,0.7950000166893005,7,0.889000015599387,0.824214291359697
1951,8,1951-02-19,1951.0,2.0,0.7,-0.17,-0.07,0.08,-1.02,-1.26,-0.08000000000000003,-1.47,-2.48,-0.18,-1.373333333333333,0.04,0.04,-0.0,0.0033333333333331098,-0.014999999531677771,-0.2790000140666961,0.3000000119209289,7,0.4849999930177416,0.6701785770377944
1951,9,1951-02-26,1951.0,2.0,0.7,-0.17,-0.07,0.08,-1.02,-1.26,-0.08000000000000003,-1.47,-2.48,-0.18,-1.373333333333333,0.04,0.04,-0.0,0.0033333333333331098,-0.03928571320804103,-0.3149999976158142,0.1469999998807907,7,-0.014999999531677771,0.32992857396935243
1951,10,1951-03-05,1951.0,3.0,-1.02,-2.34,-0.08,0.7,0.08,-1.02,-0.08000000000000003,-0.17,-1.47,-2.48,-1.3266666666666664,-0.07,0.04,0.04,-0.036666666666666896,-0.6230000108480453,-1.0880000591278076,-0.1979999989271164,7,-0.03928571320804103,-0.04807143264250563
1951,11,1951-03-12,1951.0,3.0,-1.02,-2.34,-0.08,0.7,0.08,-1.02,-0.08000000000000003,-0.17,-1.47,-2.48,-1.3266666666666664,-0.07,0.04,0.04,-0.036666666666666896,-0.5265714313302722,-0.6690000295639038,-0.3939999938011169,7,-0.6230000108480453,-0.3009642887295091
1951,12,1951-03-19,1951.0,3.0,-1.02,-2.34,-0.08,0.7,0.08,-1.02,-0.08000000000000003,-0.17,-1.47,-2.48,-1.3266666666666664,-0.07,0.04,0.04,-0.036666666666666896,0.08257142773696356,-0.3779999911785126,0.5339999794960022,7,-0.5265714313302722,-0.2765714319123488
1951,13,1951-03-26,1951.0,3.0,-1.02,-2.34,-0.08,0.7,0.08,-1.02,-0.08000000000000003,-0.17,-1.47,-2.48,-1.3266666666666664,-0.07,0.04,0.04,-0.036666666666666896,-0.7657142920153481,-1.1130000352859497,-0.3389999866485595,7,0.08257142773696356,-0.4581785766141755
1951,14,1951-04-02,1951.0,4.0,-0.22,0.42,0.05,-1.02,0.7,0.08,-0.18000000000000005,-2.34,-0.17,-1.47,-0.6966666666666667,-0.08,-0.07,0.04,-0.033333333333333555,-0.24371428894145142,-0.4650000035762787,-0.0850000008940696,7,-0.7657142920153481,-0.363357146137527
1951,15,1951-04-09,1951.0,4.0,-0.22,0.42,0.05,-1.02,0.7,0.08,-0.18000000000000005,-2.34,-0.17,-1.47,-0.6966666666666667,-0.08,-0.07,0.04,-0.033333333333333555,-0.7777142780167716,-0.9369999766349792,-0.6129999756813049,7,-0.24371428894145142,-0.4261428578091519
1951,16,1951-04-16,1951.0,4.0,-0.22,0.42,0.05,-1.02,0.7,0.08,-0.18000000000000005,-2.34,-0.17,-1.47,-0.6966666666666667,-0.08,-0.07,0.04,-0.033333333333333555,0.027142868510314395,-0.9049999713897704,1.090000033378601,7,-0.7777142780167716,-0.4399999976158142
1951,17,1951-04-23,1951.0,4.0,-0.22,0.42,0.05,-1.02,0.7,0.08,-0.18000000000000005,-2.34,-0.17,-1.47,-0.6966666666666667,-0.08,-0.07,0.04,-0.033333333333333555,0.6444285724844251,-0.164000004529953,1.371000051498413,7,0.027142868510314395,-0.08746428149087088
1951,18,1951-04-30,1951.0,4.0,-0.22,0.42,0.05,-1.02,0.7,0.08,-0.18000000000000005,-2.34,-0.17,-1.47,-0.6966666666666667,-0.08,-0.07,0.04,-0.033333333333333555,-1.4691428542137146,-2.289999961853028,-0.5600000023841858,7,0.6444285724844251,-0.39382142280893667
1951,19,1951-05-07,1951.0,5.0,-0.59,-1.13,0.12,-0.22,-1.02,0.7,-0.61,0.42,-2.34,-0.17,-1.0166666666666666,0.05,-0.08,-0.07,0.029999999999999777,0.3184285727994783,-0.1909999996423721,0.7129999995231628,7,-1.4691428542137146,-0.1197857101048742
1951,20,1951-05-14,1951.0,5.0,-0.59,-1.13,0.12,-0.22,-1.02,0.7,-0.61,0.42,-2.34,-0.17,-1.0166666666666666,0.05,-0.08,-0.07,0.029999999999999777,0.7404285818338394,-0.1959999948740005,1.2480000257492063,7,0.3184285727994783,0.05853571822600706
1951,21,1951-05-21,1951.0,5.0,-0.59,-1.13,0.12,-0.22,-1.02,0.7,-0.61,0.42,-2.34,-0.17,-1.0166666666666666,0.05,-0.08,-0.07,0.029999999999999777,-0.42942856890814646,-0.5360000133514404,-0.2770000100135803,7,0.7404285818338394,-0.2099285671221358
1951,22,1951-05-28,1951.0,5.0,-0.59,-1.13,0.12,-0.22,-1.02,0.7,-0.61,0.42,-2.34,-0.17,-1.0166666666666666,0.05,-0.08,-0.07,0.029999999999999777,-0.3768571466207504,-0.6230000257492065,-0.2090000063180923,7,-0.42942856890814646,0.06314285977610522
1951,23,1951-06-04,1951.0,6.0,-1.64,-0.08,0.16,-0.59,-0.22,-1.02,-0.8166666666666668,-1.13,0.42,-2.34,-0.26333333333333325,0.12,0.05,-0.08,0.10999999999999976,-1.290428570338658,-1.7200000286102295,-0.8100000023841858,7,-0.3768571466207504,-0.3390714260084289
1951,24,1951-06-11,1951.0,6.0,-1.64,-0.08,0.16,-0.59,-0.22,-1.02,-0.8166666666666668,-1.13,0.42,-2.34,-0.26333333333333325,0.12,0.05,-0.08,0.10999999999999976,-1.1019999980926514,-1.2960000038146973,-1.003999948501587,7,-1.290428570338658,-0.7996785709900516
1951,25,1951-06-18,1951.0,6.0,-1.64,-0.08,0.16,-0.59,-0.22,-1.02,-0.8166666666666668,-1.13,0.42,-2.34,-0.26333333333333325,0.12,0.05,-0.08,0.10999999999999976,-0.44928571581840515,-0.902999997138977,-0.1870000064373016,7,-1.1019999980926514,-0.8046428577176162
1951,26,1951-06-25,1951.0,6.0,-1.64,-0.08,0.16,-0.59,-0.22,-1.02,-0.8166666666666668,-1.13,0.42,-2.34,-0.26333333333333325,0.12,0.05,-0.08,0.10999999999999976,-0.5650000040020261,-1.133999943733215,0.0970000028610229,7,-0.44928571581840515,-0.8516785720629352
1951,27,1951-07-02,1951.0,7.0,1.37,-0.58,0.31,-1.64,-0.59,-0.22,-0.2866666666666666,-0.08,-1.13,0.42,-0.5966666666666666,0.16,0.12,0.05,0.19666666666666646,0.5597142896481923,0.0949999988079071,1.1820000410079956,7,-0.5650000040020261,-0.3891428570662226
1951,28,1951-07-09,1951.0,7.0,1.37,-0.58,0.31,-1.64,-0.59,-0.22,-0.2866666666666666,-0.08,-1.13,0.42,-0.5966666666666666,0.16,0.12,0.05,0.19666666666666646,1.1950000013623918,0.6330000162124634,1.5950000286102295,7,0.5597142896481923,0.1851071427975382
1951,29,1951-07-16,1951.0,7.0,1.37,-0.58,0.31,-1.64,-0.59,-0.22,-0.2866666666666666,-0.08,-1.13,0.42,-0.5966666666666666,0.16,0.12,0.05,0.19666666666666646,0.35742858265127453,-0.8109999895095825,1.687000036239624,7,1.1950000013623918,0.38678571741495815
1951,30,1951-07-23,1951.0,7.0,1.37,-0.58,0.31,-1.64,-0.59,-0.22,-0.2866666666666666,-0.08,-1.13,0.42,-0.5966666666666666,0.16,0.12,0.05,0.19666666666666646,0.5025714295251029,0.2870000004768371,0.6930000185966492,7,0.35742858265127453,0.6536785757967404
1951,31,1951-07-30,1951.0,7.0,1.37,-0.58,0.31,-1.64,-0.59,-0.22,-0.2866666666666666,-0.08,-1.13,0.42,-0.5966666666666666,0.16,0.12,0.05,0.19666666666666646,0.5727142819336483,0.2639999985694885,0.7919999957084656,7,0.5025714295251029,0.6569285738681043
1951,32,1951-08-06,1951.0,8.0,-0.22,0.69,0.17,1.37,-1.64,-0.59,-0.16333333333333336,-0.58,-0.08,-1.13,0.010000000000000045,0.31,0.16,0.12,0.21333333333333312,-0.18314285789217263,-0.3339999914169311,0.2329999953508377,7,0.5727142819336483,0.3123928590544633
1951,33,1951-08-13,1951.0,8.0,-0.22,0.69,0.17,1.37,-1.64,-0.59,-0.16333333333333336,-0.58,-0.08,-1.13,0.010000000000000045,0.31,0.16,0.12,0.21333333333333312,-0.419857137969562,-0.7239999771118164,-0.1679999977350235,7,-0.18314285789217263,0.11807142889925415
1951,34,1951-08-20,1951.0,8.0,-0.22,0.69,0.17,1.37,-1.64,-0.59,-0.16333333333333336,-0.58,-0.08,-1.13,0.010000000000000045,0.31,0.16,0.12,0.21333333333333312,0.15271428812827384,-0.2759999930858612,0.4729999899864197,7,-0.419857137969562,0.03060714355004688
1951,35,1951-08-27,1951.0,8.0,-0.22,0.69,0.17,1.37,-1.64,-0.59,-0.16333333333333336,-0.58,-0.08,-1.13,0.010000000000000045,0.31,0.16,0.12,0.21333333333333312,-1.1072857124464852,-1.3919999599456787,-0.578000009059906,7,0.15271428812827384,-0.3893928550449865
1951,36,1951-09-03,1951.0,9.0,-1.36,0.56,0.12,-0.22,1.37,-1.64,-0.07000000000000006,0.69,-0.58,-0.08,0.22333333333333338,0.17,0.31,0.16,0.19999999999999976,-0.3327142795980243,-0.6179999709129333,0.0379999987781047,7,-1.1072857124464852,-0.4267857104714494
1951,37,1951-09-10,1951.0,9.0,-1.36,0.56,0.12,-0.22,1.37,-1.64,-0.07000000000000006,0.69,-0.58,-0.08,0.22333333333333338,0.17,0.31,0.16,0.19999999999999976,-0.6527142865317208,-0.890999972820282,-0.4320000112056732,7,-0.3327142795980243,-0.48499999761198914
