year,month,date,nao,ea,amo,nao_lag1m,nao_lag2m,nao_lag3m,nao_roll3m,ea_lag1m,ea_lag2m,ea_lag3m,ea_roll3m,amo_lag1m,amo_lag2m,amo_lag3m,amo_roll3m
1864,2,1864-02-01,,,-0.41,,,,,,,,,-0.39,-0.25,-0.08,-0.3500000000000001
1864,3,1864-03-01,,,-0.47,,,,,,,,,-0.41,-0.39,-0.25,-0.42333333333333334
1864,4,1864-04-01,,,-0.18,,,,,,,,,-0.47,-0.41,-0.39,-0.35333333333333333
1864,5,1864-05-01,,,-0.07,,,,,,,,,-0.18,-0.47,-0.41,-0.24000000000000002
1864,6,1864-06-01,,,0.0,,,,,,,,,-0.07,-0.18,-0.47,-0.08333333333333337
1864,7,1864-07-01,,,0.09,,,,,,,,,0.0,-0.07,-0.18,0.006666666666666626
1864,8,1864-08-01,,,0.17,,,,,,,,,0.09,0.0,-0.07,0.08666666666666663
1864,9,1864-09-01,,,-0.0,,,,,,,,,0.17,0.09,0.0,0.08666666666666663
1864,10,1864-10-01,,,-0.06,,,,,,,,,-0.0,0.17,0.09,0.03666666666666663
1864,11,1864-11-01,,,0.3,,,,,,,,,-0.06,-0.0,0.17,0.07999999999999996
1864,12,1864-12-01,,,0.54,,,,,,,,,0.3,-0.06,-0.0,0.25999999999999995
1865,1,1865-01-01,,,0.03,,,,,,,,,0.54,0.3,-0.06,0.29
1865,2,1865-02-01,,,-0.2,,,,,,,,,0.03,0.54,0.3,0.1233333333333333
1865,3,1865-03-01,,,-0.19,,,,,,,,,-0.2,0.03,0.54,-0.12000000000000004
1865,4,1865-04-01,,,-0.23,,,,,,,,,-0.19,-0.2,0.03,-0.2066666666666667
1865,5,1865-05-01,,,-0.26,,,,,,,,,-0.23,-0.19,-0.2,-0.2266666666666667
1865,6,1865-06-01,,,0.07,,,,,,,,,-0.26,-0.23,-0.19,-0.14000000000000004
1865,7,1865-07-01,,,0.25,,,,,,,,,0.07,-0.26,-0.23,0.019999999999999962
1865,8,1865-08-01,,,0.14,,,,,,,,,0.25,0.07,-0.26,0.1533333333333333
1865,9,1865-09-01,,,0.11,,,,,,,,,0.14,0.25,0.07,0.16666666666666663
1865,10,1865-10-01,,,0.4,,,,,,,,,0.11,0.14,0.25,0.21666666666666665
1865,11,1865-11-01,,,0.09,,,,,,,,,0.4,0.11,0.14,0.19999999999999996
1865,12,1865-12-01,,,0.16,,,,,,,,,0.09,0.4,0.11,0.21666666666666665
1866,1,1866-01-01,,,0.11,,,,,,,,,0.16,0.09,0.4,0.11999999999999995
1866,2,1866-02-01,,,0.07,,,,,,,,,0.11,0.16,0.09,0.1133333333333333
1866,3,1866-03-01,,,-0.09,,,,,,,,,0.07,0.11,0.16,0.029999999999999968
1866,4,1866-04-01,,,-0.19,,,,,,,,,-0.09,0.07,0.11,-0.07000000000000003
1866,5,1866-05-01,,,-0.06,,,,,,,,,-0.19,-0.09,0.07,-0.11333333333333338
1866,6,1866-06-01,,,0.3,,,,,,,,,-0.06,-0.19,-0.09,0.016666666666666625
1866,7,1866-07-01,,,0.13,,,,,,,,,0.3,-0.06,-0.19,0.1233333333333333
1866,8,1866-08-01,,,-0.17,,,,,,,,,0.13,0.3,-0.06,0.08666666666666663
1866,9,1866-09-01,,,-0.08,,,,,,,,,-0.17,0.13,0.3,-0.04000000000000004
1866,10,1866-10-01,,,0.04,,,,,,,,,-0.08,-0.17,0.13,-0.07000000000000003
1866,11,1866-11-01,,,0.26,,,,,,,,,0.04,-0.08,-0.17,0.0733333333333333
1866,12,1866-12-01,,,0.39,,,,,,,,,0.26,0.04,-0.08,0.22999999999999998
1867,1,1867-01-01,,,0.25,,,,,,,,,0.39,0.26,0.04,0.3
1867,2,1867-02-01,,,0.12,,,,,,,,,0.25,0.39,0.26,0.2533333333333333
1867,3,1867-03-01,,,0.01,,,,,,,,,0.12,0.25,0.39,0.12666666666666662
1867,4,1867-04-01,,,-0.21,,,,,,,,,0.01,0.12,0.25,-0.0266666666666667
1867,5,1867-05-01,,,-0.1,,,,,,,,,-0.21,0.01,0.12,-0.10000000000000003
1867,6,1867-06-01,,,-0.18,,,,,,,,,-0.1,-0.21,0.01,-0.16333333333333336
1867,7,1867-07-01,,,-0.13,,,,,,,,,-0.18,-0.1,-0.21,-0.13666666666666671
1867,8,1867-08-01,,,0.07,,,,,,,,,-0.13,-0.18,-0.1,-0.08000000000000003
1867,9,1867-09-01,,,0.05,,,,,,,,,0.07,-0.13,-0.18,-0.0033333333333333687
1867,10,1867-10-01,,,-0.07,,,,,,,,,0.05,0.07,-0.13,0.016666666666666632
1867,11,1867-11-01,,,0.02,,,,,,,,,-0.07,0.05,0.07,-3.8163916471489756e-17
1867,12,1867-12-01,,,-0.12,,,,,,,,,0.02,-0.07,0.05,-0.0566666666666667
1868,1,1868-01-01,,,-0.09,,,,,,,,,-0.12,0.02,-0.07,-0.06333333333333337
1868,2,1868-02-01,,,0.07,,,,,,,,,-0.09,-0.12,0.02,-0.04666666666666669
1868,3,1868-03-01,,,0.23,,,,,,,,,0.07,-0.09,-0.12,0.06999999999999997
1868,4,1868-04-01,,,0.07,,,,,,,,,0.23,0.07,-0.09,0.12333333333333331
1868,5,1868-05-01,,,0.29,,,,,,,,,0.07,0.23,0.07,0.19666666666666663
1868,6,1868-06-01,,,0.32,,,,,,,,,0.29,0.07,0.23,0.22666666666666666
1868,7,1868-07-01,,,0.12,,,,,,,,,0.32,0.29,0.07,0.24333333333333326
1868,8,1868-08-01,,,-0.11,,,,,,,,,0.12,0.32,0.29,0.10999999999999997
1868,9,1868-09-01,,,-0.33,,,,,,,,,-0.11,0.12,0.32,-0.1066666666666667
1868,10,1868-10-01,,,-0.22,,,,,,,,,-0.33,-0.11,0.12,-0.22000000000000006
1868,11,1868-11-01,,,-0.03,,,,,,,,,-0.22,-0.33,-0.11,-0.19333333333333336
1868,12,1868-12-01,,,-0.24,,,,,,,,,-0.03,-0.22,-0.33,-0.16333333333333336
1869,1,1869-01-01,,,-0.18,,,,,,,,,-0.24,-0.03,-0.22,-0.15000000000000005
1869,2,1869-02-01,,,-0.01,,,,,,,,,-0.18,-0.24,-0.03,-0.14333333333333337
1869,3,1869-03-01,,,0.16,,,,,,,,,-0.01,-0.18,-0.24,-0.010000000000000037
1869,4,1869-04-01,,,-0.08,,,,,,,,,0.16,-0.01,-0.18,0.023333333333333293
1869,5,1869-05-01,,,0.01,,,,,,,,,-0.08,0.16,-0.01,0.029999999999999957
1869,6,1869-06-01,,,0.02,,,,,,,,,0.01,-0.08,0.16,-0.016666666666666708
1869,7,1869-07-01,,,-0.02,,,,,,,,,0.02,0.01,-0.08,0.003333333333333291
1869,8,1869-08-01,,,-0.25,,,,,,,,,-0.02,0.02,0.01,-0.08333333333333337
1869,9,1869-09-01,,,-0.16,,,,,,,,,-0.25,-0.02,0.02,-0.1433333333333334
1869,10,1869-10-01,,,-0.15,,,,,,,,,-0.16,-0.25,-0.02,-0.18666666666666673
1869,11,1869-11-01,,,-0.03,,,,,,,,,-0.15,-0.16,-0.25,-0.11333333333333338
1869,12,1869-12-01,,,-0.01,,,,,,,,,-0.03,-0.15,-0.16,-0.06333333333333338
1870,1,1870-01-01,,,0.11,,,,,,,,,-0.01,-0.03,-0.15,0.02333333333333329
1870,2,1870-02-01,,,0.16,,,,,,,,,0.11,-0.01,-0.03,0.08666666666666663
1870,3,1870-03-01,,,0.03,,,,,,,,,0.16,0.11,-0.01,0.09999999999999996
1870,4,1870-04-01,,,-0.05,,,,,,,,,0.03,0.16,0.11,0.04666666666666661
1870,5,1870-05-01,,,0.05,,,,,,,,,-0.05,0.03,0.16,0.009999999999999953
1870,6,1870-06-01,,,-0.24,,,,,,,,,0.05,-0.05,0.03,-0.08000000000000004
1870,7,1870-07-01,,,0.1,,,,,,,,,-0.24,0.05,-0.05,-0.030000000000000037
1870,8,1870-08-01,,,-0.29,,,,,,,,,0.1,-0.24,0.05,-0.14333333333333337
1870,9,1870-09-01,,,-0.22,,,,,,,,,-0.29,0.1,-0.24,-0.13666666666666671
1870,10,1870-10-01,,,-0.05,,,,,,,,,-0.22,-0.29,0.1,-0.18666666666666668
1870,11,1870-11-01,,,0.04,,,,,,,,,-0.05,-0.22,-0.29,-0.07666666666666673
1870,12,1870-12-01,,,-0.01,,,,,,,,,0.04,-0.05,-0.22,-0.0066666666666667235
1871,1,1871-01-01,,,-0.34,,,,,,,,,-0.01,0.04,-0.05,-0.10333333333333339
1871,2,1871-02-01,,,-0.3,,,,,,,,,-0.34,-0.01,0.04,-0.2166666666666667
1871,3,1871-03-01,,,-0.1,,,,,,,,,-0.3,-0.34,-0.01,-0.24666666666666673
1871,4,1871-04-01,,,0.06,,,,,,,,,-0.1,-0.3,-0.34,-0.1133333333333334
1871,5,1871-05-01,,,0.16,,,,,,,,,0.06,-0.1,-0.3,0.039999999999999925
1871,6,1871-06-01,,,0.18,,,,,,,,,0.16,0.06,-0.1,0.13333333333333328
1871,7,1871-07-01,,,0.13,,,,,,,,,0.18,0.16,0.06,0.1566666666666666
1871,8,1871-08-01,,,-0.17,,,,,,,,,0.13,0.18,0.16,0.04666666666666658
1871,9,1871-09-01,,,-0.31,,,,,,,,,-0.17,0.13,0.18,-0.11666666666666674
1871,10,1871-10-01,,,-0.39,,,,,,,,,-0.31,-0.17,0.13,-0.2900000000000001
1871,11,1871-11-01,,,0.03,,,,,,,,,-0.39,-0.31,-0.17,-0.2233333333333334
1871,12,1871-12-01,,,-0.01,,,,,,,,,0.03,-0.39,-0.31,-0.12333333333333342
1872,1,1872-01-01,,,-0.19,,,,,,,,,-0.01,0.03,-0.39,-0.05666666666666676
1872,2,1872-02-01,,,-0.35,,,,,,,,,-0.19,-0.01,0.03,-0.18333333333333343
1872,3,1872-03-01,,,-0.43,,,,,,,,,-0.35,-0.19,-0.01,-0.3233333333333334
1872,4,1872-04-01,,,-0.35,,,,,,,,,-0.43,-0.35,-0.19,-0.37666666666666676
1872,5,1872-05-01,,,-0.14,,,,,,,,,-0.35,-0.43,-0.35,-0.3066666666666667
1872,6,1872-06-01,,,-0.11,,,,,,,,,-0.14,-0.35,-0.43,-0.2000000000000001
1872,7,1872-07-01,,,-0.12,,,,,,,,,-0.11,-0.14,-0.35,-0.12333333333333342
1872,8,1872-08-01,,,0.15,,,,,,,,,-0.12,-0.11,-0.14,-0.026666666666666766
1872,9,1872-09-01,,,-0.06,,,,,,,,,0.15,-0.12,-0.11,-0.010000000000000097
1872,10,1872-10-01,,,-0.12,,,,,,,,,-0.06,0.15,-0.12,-0.010000000000000097
1872,11,1872-11-01,,,-0.29,,,,,,,,,-0.12,-0.06,0.15,-0.15666666666666676
1872,12,1872-12-01,,,-0.24,,,,,,,,,-0.29,-0.12,-0.06,-0.21666666666666676
1873,1,1873-01-01,,,0.0,,,,,,,,,-0.24,-0.29,-0.12,-0.17666666666666675
1873,2,1873-02-01,,,-0.23,,,,,,,,,0.0,-0.24,-0.29,-0.15666666666666676
1873,3,1873-03-01,,,-0.34,,,,,,,,,-0.23,0.0,-0.24,-0.19000000000000014
1873,4,1873-04-01,,,-0.37,,,,,,,,,-0.34,-0.23,0.0,-0.31333333333333346
1873,5,1873-05-01,,,-0.24,,,,,,,,,-0.37,-0.34,-0.23,-0.3166666666666668
1873,6,1873-06-01,,,-0.27,,,,,,,,,-0.24,-0.37,-0.34,-0.29333333333333345
1873,7,1873-07-01,,,-0.34,,,,,,,,,-0.27,-0.24,-0.37,-0.28333333333333344
1873,8,1873-08-01,,,-0.05,,,,,,,,,-0.34,-0.27,-0.24,-0.2200000000000001
1873,9,1873-09-01,,,-0.04,,,,,,,,,-0.05,-0.34,-0.27,-0.14333333333333345
1873,10,1873-10-01,,,0.16,,,,,,,,,-0.04,-0.05,-0.34,0.023333333333333223
1873,11,1873-11-01,,,-0.03,,,,,,,,,0.16,-0.04,-0.05,0.02999999999999989
1873,12,1873-12-01,,,0.14,,,,,,,,,-0.03,0.16,-0.04,0.0899999999999999
1874,1,1874-01-01,,,0.12,,,,,,,,,0.14,-0.03,0.16,0.07666666666666656
1874,2,1874-02-01,,,0.01,,,,,,,,,0.12,0.14,-0.03,0.0899999999999999
1874,3,1874-03-01,,,-0.03,,,,,,,,,0.01,0.12,0.14,0.03333333333333322
1874,4,1874-04-01,,,-0.07,,,,,,,,,-0.03,0.01,0.12,-0.03000000000000011
1874,5,1874-05-01,,,-0.14,,,,,,,,,-0.07,-0.03,0.01,-0.08000000000000011
1874,6,1874-06-01,,,-0.13,,,,,,,,,-0.14,-0.07,-0.03,-0.11333333333333344
1874,7,1874-07-01,,,0.05,,,,,,,,,-0.13,-0.14,-0.07,-0.07333333333333343
1874,8,1874-08-01,,,0.02,,,,,,,,,0.05,-0.13,-0.14,-0.0200000000000001
1874,9,1874-09-01,,,0.01,,,,,,,,,0.02,0.05,-0.13,0.026666666666666564
1874,10,1874-10-01,,,-0.08,,,,,,,,,0.01,0.02,0.05,-0.01666666666666677
1874,11,1874-11-01,,,-0.24,,,,,,,,,-0.08,0.01,0.02,-0.10333333333333343
1874,12,1874-12-01,,,-0.39,,,,,,,,,-0.24,-0.08,0.01,-0.23666666666666678
1875,1,1875-01-01,,,-0.21,,,,,,,,,-0.39,-0.24,-0.08,-0.2800000000000001
1875,2,1875-02-01,,,-0.03,,,,,,,,,-0.21,-0.39,-0.24,-0.2100000000000001
1875,3,1875-03-01,,,-0.12,,,,,,,,,-0.03,-0.21,-0.39,-0.12000000000000009
1875,4,1875-04-01,,,-0.14,,,,,,,,,-0.12,-0.03,-0.21,-0.09666666666666675
1875,5,1875-05-01,,,-0.08,,,,,,,,,-0.14,-0.12,-0.03,-0.11333333333333341
1875,6,1875-06-01,,,-0.07,,,,,,,,,-0.08,-0.14,-0.12,-0.09666666666666678
1875,7,1875-07-01,,,-0.12,,,,,,,,,-0.07,-0.08,-0.14,-0.0900000000000001
1875,8,1875-08-01,,,-0.16,,,,,,,,,-0.12,-0.07,-0.08,-0.11666666666666675
1875,9,1875-09-01,,,0.04,,,,,,,,,-0.16,-0.12,-0.07,-0.08000000000000008
1875,10,1875-10-01,,,0.35,,,,,,,,,0.04,-0.16,-0.12,0.07666666666666656
1875,11,1875-11-01,,,0.08,,,,,,,,,0.35,0.04,-0.16,0.15666666666666657
1875,12,1875-12-01,,,0.04,,,,,,,,,0.08,0.35,0.04,0.15666666666666657
1876,1,1876-01-01,,,-0.08,,,,,,,,,0.04,0.08,0.35,0.013333333333333244
1876,2,1876-02-01,,,-0.18,,,,,,,,,-0.08,0.04,0.08,-0.07333333333333342
1876,3,1876-03-01,,,-0.35,,,,,,,,,-0.18,-0.08,0.04,-0.2033333333333334
1876,4,1876-04-01,,,-0.53,,,,,,,,,-0.35,-0.18,-0.08,-0.35333333333333344
1876,5,1876-05-01,,,-0.38,,,,,,,,,-0.53,-0.35,-0.18,-0.4200000000000001
1876,6,1876-06-01,,,-0.19,,,,,,,,,-0.38,-0.53,-0.35,-0.36666666666666675
1876,7,1876-07-01,,,-0.1,,,,,,,,,-0.19,-0.38,-0.53,-0.2233333333333334
1876,8,1876-08-01,,,0.1,,,,,,,,,-0.1,-0.19,-0.38,-0.06333333333333341
1876,9,1876-09-01,,,0.28,,,,,,,,,0.1,-0.1,-0.19,0.09333333333333327
1876,10,1876-10-01,,,0.55,,,,,,,,,0.28,0.1,-0.1,0.30999999999999994
1876,11,1876-11-01,,,0.2,,,,,,,,,0.55,0.28,0.1,0.34333333333333327
1876,12,1876-12-01,,,0.13,,,,,,,,,0.2,0.55,0.28,0.2933333333333333
